26.8565,-56.0957,22.7366,0.0000,0.0000,11.5098,0.0000,0.0000,2.1397,-2.3634,-16.7405,8.7994,0.0000,0.0000,-1.8603,0.0000,0.0000,2.1397,-0.0127,-0.3442,-5.4917,0.0000,0.0000,2.0211,0.0000,0.0000,0.1397,-5.9387,10.3549,-22.6833,0.0000,0.0000,0.2581,0.0000,0.0000,1.1425,-20.5529,18.6498,-39.7336,0.0000,0.0000,-1.8603,0.0000,0.0000,4.0325,
32.0514,180.3895,138.1139,0.0000,0.0000,-5.6545,0.0000,0.0000,4.0000,6.2530,2.7673,-61.8130,0.0000,0.0000,-27.0245,0.0000,0.0000,-2.0000,0.2953,-0.1774,-66.6182,0.0000,0.0000,-23.1431,0.0000,0.0000,-2.0000,-9.6486,-4.3892,-71.4632,0.0000,0.0000,-24.9062,0.0000,0.0000,-0.9972,-17.4266,-6.8840,-74.5232,0.0000,0.0000,-32.0241,0.0000,0.0000,-3.1072,
35.1125,-65.5503,39.0325,0.0000,0.0000,3.3777,0.0000,0.0000,4.2843,6.2022,-20.3435,-4.8268,0.0000,0.0000,-16.4688,0.0000,0.0000,-8.0000,-0.9090,-2.1407,-2.2105,0.0000,0.0000,-13.3786,0.0000,0.0000,-8.0000,-5.4367,-4.4276,-4.3789,0.0000,0.0000,-13.2344,0.0000,0.0000,0.0000,-11.4709,10.0031,0.7870,0.0000,0.0000,-7.7806,0.0000,0.0000,-10.0000,
35.5143,-45.0044,40.3415,0.0000,0.0000,-11.9734,0.0000,0.0000,0.0000,-0.9579,3.1393,-7.0035,0.0000,0.0000,-25.0000,0.0000,0.0000,-10.0000,-0.0068,-0.3444,-6.4755,0.0000,0.0000,-18.9340,0.0000,0.0000,-9.2717,0.6999,-1.3814,-24.3270,0.0000,0.0000,-13.8106,0.0000,0.0000,-14.9262,1.9802,-2.6158,-27.6944,0.0000,0.0000,-29.6162,0.0000,0.0000,-25.7233,
36.5018,-49.4559,23.6660,0.0000,0.0000,-4.9066,0.0000,0.0000,0.0000,5.7031,-10.0095,-26.7859,0.0000,0.0000,-24.4688,0.0000,0.0000,-18.0000,-2.5726,9.1091,-32.1318,0.0000,0.0000,-29.3786,0.0000,0.0000,-18.0000,-2.9744,12.1940,-39.1050,0.0000,0.0000,-17.2344,0.0000,0.0000,-4.0000,0.1392,21.9660,-25.1452,0.0000,0.0000,-23.7806,0.0000,0.0000,-28.0000,
38.3245,-34.3791,31.1906,0.0000,0.0000,2.0934,0.0000,0.0000,6.0000,4.3595,1.2503,-20.7751,0.0000,0.0000,-15.4688,0.0000,0.0000,5.0000,1.7831,6.6760,-43.9399,0.0000,0.0000,-29.3786,0.0000,0.0000,2.0000,-6.1090,1.9404,-55.6893,0.0000,0.0000,-45.2344,0.0000,0.0000,-16.0000,-12.6361,-0.5365,-68.7552,0.0000,0.0000,-65.7807,0.0000,0.0000,-34.0000,
38.3391,-34.5754,9.2893,0.0000,0.0000,7.3700,0.0000,0.0000,4.0000,-3.0209,1.2837,-57.0164,0.0000,0.0000,-60.0205,0.0000,0.0000,-56.0205,0.2716,-0.2119,-59.6514,0.0000,0.0000,-56.1391,0.0000,0.0000,-56.0205,1.3687,-0.7246,-59.5622,0.0000,0.0000,-57.9021,0.0000,0.0000,-55.0177,0.2079,0.8371,-14.0450,0.0000,0.0000,-15.9350,0.0000,0.0000,-12.0421,
38.7032,-34.1515,8.6088,0.0000,0.0000,6.7253,0.0000,0.0000,3.3556,-1.1579,3.0712,-10.6907,0.0000,0.0000,0.2402,0.0000,0.0000,4.2399,0.2743,-0.2084,-60.3768,0.0000,0.0000,-56.8648,0.0000,0.0000,-56.7462,1.3777,-0.7072,-60.2878,0.0000,0.0000,-58.6278,0.0000,0.0000,-55.7435,-0.3419,0.7919,-51.3372,0.0000,0.0000,-53.2316,0.0000,0.0000,-49.3387,
38.8686,-44.1295,8.5962,0.0000,0.0000,6.6126,0.0000,0.0000,3.2425,-0.9145,-16.0071,-10.7748,0.0000,0.0000,0.1274,0.0000,0.0000,4.1275,-0.0327,1.5183,-6.2635,0.0000,0.0000,-2.7509,0.0000,0.0000,-2.6323,0.0150,15.2733,-6.1531,0.0000,0.0000,-4.5140,0.0000,0.0000,-1.6299,-1.1349,31.2745,-0.3703,0.0000,0.0000,-2.5807,0.0000,0.0000,1.3121,
38.8953,-38.0127,8.3878,0.0000,0.0000,9.4320,0.0000,0.0000,5.0000,0.4830,2.2246,1.0813,0.0000,0.0000,0.0208,0.0000,0.0000,5.0000,0.2323,-2.3328,-11.6057,0.0000,0.0000,4.9839,0.0000,0.0000,6.0000,-5.8335,-5.5467,-39.5680,0.0000,0.0000,6.1392,0.0000,0.0000,5.0027,-8.3455,-11.7476,-71.1312,0.0000,0.0000,1.0620,0.0000,0.0000,5.8928,
42.2515,-39.7108,3.3203,0.0000,0.0000,17.4300,0.0000,0.0000,8.0599,-0.7500,-6.7123,5.9611,0.0000,0.0000,3.0000,0.0000,0.0000,3.0000,0.3000,-0.1694,-68.1599,0.0000,0.0000,-104.4855,0.0000,0.0000,-80.5289,-8.1037,-0.1060,-69.8698,0.0000,0.0000,-106.2486,0.0000,0.0000,-79.5261,-15.9500,0.7328,-72.9147,0.0000,0.0000,-108.3669,0.0000,0.0000,-76.6360,
46.8056,-53.1305,24.2524,0.0000,0.0000,14.0934,0.0000,0.0000,10.0000,4.0914,-1.9576,20.8424,0.0000,0.0000,3.0312,0.0000,0.0000,11.5000,-0.2381,-4.7636,26.7724,0.0000,0.0000,6.1214,0.0000,0.0000,11.5000,9.6817,4.4213,20.7607,0.0000,0.0000,6.2656,0.0000,0.0000,19.5000,-7.3462,27.4767,20.6435,0.0000,0.0000,11.7194,0.0000,0.0000,9.5000,
48.6452,-35.5755,32.8119,0.0000,0.0000,-6.9066,0.0000,0.0000,2.0000,4.5349,-0.0022,-4.7274,0.0000,0.0000,-20.4688,0.0000,0.0000,-8.0000,1.3332,-1.9057,-60.1714,0.0000,0.0000,-89.3786,0.0000,0.0000,-52.0000,-4.7725,-6.2595,-82.8658,0.0000,0.0000,-99.2344,0.0000,0.0000,-18.0000,-8.0251,-2.9874,-37.3907,0.0000,0.0000,-33.7806,0.0000,0.0000,-34.0000,
49.6945,-37.0749,20.3182,0.0000,0.0000,6.4335,0.0000,0.0000,5.0000,0.7505,2.1492,8.0780,0.0000,0.0000,-4.9366,0.0000,0.0000,7.0000,-0.2187,-2.3341,-0.5722,0.0000,0.0000,-0.0552,0.0000,0.0000,8.0000,-8.4148,-5.6996,-8.3983,0.0000,0.0000,1.1818,0.0000,0.0000,7.0027,-15.2455,-2.1493,-9.0564,0.0000,0.0000,-11.9366,0.0000,0.0000,5.8928,
51.4945,-36.6876,26.2345,0.0000,0.0000,-1.9066,0.0000,0.0000,7.0000,4.2109,1.6559,-0.7113,0.0000,0.0000,-5.4688,0.0000,0.0000,5.0000,-0.1610,-4.2753,-15.1876,0.0000,0.0000,-8.3786,0.0000,0.0000,-2.0000,-3.4922,-6.0789,-25.3540,0.0000,0.0000,-17.2344,0.0000,0.0000,-6.0000,-12.4233,-13.1041,-48.6755,0.0000,0.0000,-18.7806,0.0000,0.0000,-19.0000,
51.5065,-47.7721,29.0844,0.0000,0.0000,11.4760,0.0000,0.0000,3.1336,5.7807,8.2058,-44.7913,0.0000,0.0000,-85.8664,0.0000,0.0000,7.1059,3.2033,2.9264,-68.4567,0.0000,0.0000,-82.9850,0.0000,0.0000,-9.8344,-4.2560,-2.5003,-81.0213,0.0000,0.0000,-95.7160,0.0000,0.0000,-1.9707,-11.0624,-6.9522,-91.3093,0.0000,0.0000,-88.8664,0.0000,0.0000,-42.0013,
52.7842,-42.4268,29.0827,0.0000,0.0000,-27.6300,0.0000,0.0000,7.0000,-0.3985,-9.7422,2.9816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0478,5.6589,0.3685,0.0000,0.0000,3.8814,0.0000,0.0000,0.0000,-7.9198,2.9630,-69.3403,0.0000,0.0000,-81.8817,0.0000,0.0000,-82.9973,-16.5643,2.5449,-80.6775,0.0000,0.0000,-84.0000,0.0000,0.0000,-80.1072,
53.2935,-37.9356,33.1655,0.0000,0.0000,1.0934,0.0000,0.0000,6.0000,4.0566,0.5002,15.3065,0.0000,0.0000,-4.4688,0.0000,0.0000,2.0000,-0.3626,4.0227,11.7787,0.0000,0.0000,-5.3786,0.0000,0.0000,-2.0000,-5.3053,0.3141,3.6615,0.0000,0.0000,-1.2344,0.0000,0.0000,4.0000,-10.1438,1.3322,4.4362,0.0000,0.0000,-1.7806,0.0000,0.0000,0.0000,
54.2161,-67.4447,43.3753,0.0000,0.0000,-15.2603,0.0000,0.0000,-11.6304,-1.8616,-0.5031,15.2712,0.0000,0.0000,-23.6304,0.0000,0.0000,-11.6304,0.0039,-0.3445,-8.2618,0.0000,0.0000,-24.7490,0.0000,0.0000,-13.6304,-7.8176,-2.4803,1.0284,0.0000,0.0000,-37.5120,0.0000,0.0000,-12.6276,-7.7238,8.6082,1.4861,0.0000,0.0000,-14.6304,0.0000,0.0000,-10.7376,
56.7188,-72.6933,51.6255,0.0000,0.0000,-14.9066,0.0000,0.0000,-6.0000,4.5270,0.2684,-8.1515,0.0000,0.0000,-0.3821,0.0000,0.0000,8.5867,1.6438,-1.6454,-70.1699,0.0000,0.0000,-73.3786,0.0000,0.0000,-64.0000,2.2816,-6.6272,-74.0364,0.0000,0.0000,-73.2344,0.0000,0.0000,-56.0000,-3.1265,-17.7168,-81.7305,0.0000,0.0000,-77.7806,0.0000,0.0000,-78.0000,
57.3764,-64.6752,50.5889,0.0000,0.0000,-20.0156,0.0000,0.0000,-25.9496,4.7731,-4.7839,-45.2204,0.0000,0.0000,-81.6100,0.0000,0.0000,-58.8952,0.9834,-3.4919,-62.9172,0.0000,0.0000,-90.2878,0.0000,0.0000,-81.3253,-4.3167,-6.2319,-70.6261,0.0000,0.0000,-89.8302,0.0000,0.0000,-83.5608,-11.5532,-9.2222,-83.7822,0.0000,0.0000,-96.2498,0.0000,0.0000,-78.2887,
57.4268,-53.8045,49.8397,0.0000,0.0000,-8.9066,0.0000,0.0000,0.0000,4.5098,-0.4772,1.2913,0.0000,0.0000,-16.4688,0.0000,0.0000,-8.0000,-0.9090,-2.1407,-2.2105,0.0000,0.0000,-13.3786,0.0000,0.0000,-8.0000,-5.4367,-4.4276,-4.3789,0.0000,0.0000,-13.2344,0.0000,0.0000,0.0000,-17.9684,0.7060,0.8685,0.0000,0.0000,-7.7806,0.0000,0.0000,-10.0000,
58.8028,-28.5599,10.7304,0.0000,0.0000,6.2228,0.0000,0.0000,2.8527,-2.0194,2.5878,-27.9945,0.0000,0.0000,-31.0103,0.0000,0.0000,-27.0018,0.1864,-0.2897,-40.3754,0.0000,0.0000,-36.8631,0.0000,0.0000,-36.7377,1.0418,-1.1458,-39.7357,0.0000,0.0000,-38.0688,0.0000,0.0000,-35.1929,-0.2793,0.8160,-46.8810,0.0000,0.0000,-48.7812,0.0000,0.0000,-44.8817,
61.0272,-66.7665,50.0036,0.0000,0.0000,-17.2701,0.0000,0.0000,-11.3320,7.5644,-4.8962,-74.1023,0.0000,0.0000,-63.5825,0.0000,0.0000,-59.5825,2.1213,-4.0455,-69.9544,0.0000,0.0000,-66.4608,0.0000,0.0000,-66.3422,-9.1968,-0.7525,-69.4940,0.0000,0.0000,-68.2239,0.0000,0.0000,-65.3395,-18.4310,3.2270,-62.9757,0.0000,0.0000,-66.2906,0.0000,0.0000,-62.3978,
62.0027,-34.5638,24.9573,0.0000,0.0000,-4.9066,0.0000,0.0000,2.0000,4.2049,1.6999,-26.7899,0.0000,0.0000,-44.4688,0.0000,0.0000,2.0000,0.8494,0.0350,-60.1793,0.0000,0.0000,-101.3786,0.0000,0.0000,-24.0000,-3.5263,-3.0730,-74.3139,0.0000,0.0000,-101.2344,0.0000,0.0000,-24.0000,-8.5641,-6.3885,-80.1191,0.0000,0.0000,-97.7806,0.0000,0.0000,-68.0000,
62.7390,-26.4759,3.9229,0.0000,0.0000,1.5044,0.0000,0.0000,6.1344,6.2580,3.6743,-39.7606,0.0000,0.0000,-84.8656,0.0000,0.0000,8.1344,3.2260,-1.3562,-63.4830,0.0000,0.0000,-85.9843,0.0000,0.0000,-12.8656,-4.6768,-6.1125,-75.9982,0.0000,0.0000,-94.7473,0.0000,0.0000,-0.8629,-11.1254,-10.7492,-90.2592,0.0000,0.0000,-87.8656,0.0000,0.0000,-40.9728,
63.1877,-40.2553,32.4275,0.0000,0.0000,-10.9066,0.0000,0.0000,6.0000,7.5287,2.1324,-38.8289,0.0000,0.0000,-90.4688,0.0000,0.0000,-58.0000,1.9500,0.7324,-82.1720,0.0000,0.0000,-85.3786,0.0000,0.0000,-66.0000,-4.3878,-0.0134,-86.2598,0.0000,0.0000,-85.2344,0.0000,0.0000,-58.0000,-7.6056,3.0031,-36.6152,0.0000,0.0000,-77.1027,0.0000,0.0000,-77.3221,
66.1427,-60.9406,50.3991,0.0000,0.0000,3.0934,0.0000,0.0000,6.0000,4.5350,1.9978,-4.7274,0.0000,0.0000,1.5312,0.0000,0.0000,4.0000,-0.6803,-2.2240,-8.2067,0.0000,0.0000,6.6214,0.0000,0.0000,4.0000,-6.3455,-2.9788,9.6663,0.0000,0.0000,-55.2344,0.0000,0.0000,-16.0000,-10.8119,-2.1584,16.9899,0.0000,0.0000,-71.7806,0.0000,0.0000,-30.0000,
66.1288,253.8560,95.6066,0.0000,0.0000,-54.6128,0.0000,0.0000,-59.3034,-1.5172,-3.2821,-3.3417,0.0000,0.0000,0.8849,0.0000,0.0000,4.8849,-0.6819,-5.6934,1.1751,0.0000,0.0000,-1.9935,0.0000,0.0000,-1.8748,-0.4041,-5.2651,1.2761,0.0000,0.0000,-3.7565,0.0000,0.0000,-0.8721,-1.2649,-4.4055,6.9724,0.0000,0.0000,-1.8233,0.0000,0.0000,2.0696,
